Beginning training
C:\Users\harry\Anaconda3\envs\ML38\lib\site-packages\torch\nn\modules\module.py:760: UserWarning: Using non-full backward hooks on a Module that does not return a single Tensor or a tuple of Tensors is deprecated and will be removed in future versions. This hook will be missing some of the grad_output. Please use register_full_backward_hook to get the documented behavior.
  warnings.warn("Using non-full backward hooks on a Module that does not return a "
C:\Users\harry\Anaconda3\envs\ML38\lib\site-packages\torch\nn\modules\module.py:795: UserWarning: Using a non-full backward hook when the forward contains multiple autograd Nodes is deprecated and will be removed in future versions. This hook will be missing some grad_input. Please use register_full_backward_hook to get the documented behavior.
  warnings.warn("Using a non-full backward hook when the forward contains multiple autograd Nodes "
Epoch 01: | Train Loss: 3.15596 | Val Loss: 3.05026
Epoch 25: | Train Loss: 2.75638 | Val Loss: 2.61294
Epoch 26: | Train Loss: 2.73021 | Val Loss: 2.56810
Epoch 27: | Train Loss: 2.68343 | Val Loss: 2.51832
Epoch 28: | Train Loss: 2.66336 | Val Loss: 2.48231
Epoch 29: | Train Loss: 2.63111 | Val Loss: 2.45149
Epoch 30: | Train Loss: 2.61072 | Val Loss: 2.42936
Epoch 31: | Train Loss: 2.58016 | Val Loss: 2.40594
Epoch 32: | Train Loss: 2.56669 | Val Loss: 2.37842
Epoch 33: | Train Loss: 2.53991 | Val Loss: 2.36013
Epoch 34: | Train Loss: 2.51446 | Val Loss: 2.34023
Epoch 35: | Train Loss: 2.50071 | Val Loss: 2.32006
Epoch 36: | Train Loss: 2.48985 | Val Loss: 2.29911
Epoch 37: | Train Loss: 2.46786 | Val Loss: 2.28510
Epoch 38: | Train Loss: 2.45599 | Val Loss: 2.27073
Epoch 39: | Train Loss: 2.44200 | Val Loss: 2.26339
Epoch 40: | Train Loss: 2.43060 | Val Loss: 2.25275
Epoch 41: | Train Loss: 2.42342 | Val Loss: 2.24031
Epoch 42: | Train Loss: 2.42170 | Val Loss: 2.23170
Epoch 43: | Train Loss: 2.40798 | Val Loss: 2.22577
Epoch 44: | Train Loss: 2.40687 | Val Loss: 2.21790
Epoch 45: | Train Loss: 2.40151 | Val Loss: 2.20793
Epoch 46: | Train Loss: 2.38187 | Val Loss: 2.20188
Epoch 47: | Train Loss: 2.39202 | Val Loss: 2.19667
Epoch 48: | Train Loss: 2.38505 | Val Loss: 2.18900
Epoch 49: | Train Loss: 2.37853 | Val Loss: 2.18616
Epoch 50: | Train Loss: 2.37106 | Val Loss: 2.18146
Epoch 51: | Train Loss: 2.35304 | Val Loss: 2.17050
Epoch 52: | Train Loss: 2.36693 | Val Loss: 2.16904
Epoch 53: | Train Loss: 2.35923 | Val Loss: 2.16467
Epoch 54: | Train Loss: 2.34684 | Val Loss: 2.16004
Epoch 55: | Train Loss: 2.34213 | Val Loss: 2.15746
Epoch 56: | Train Loss: 2.34271 | Val Loss: 2.15311
Epoch 57: | Train Loss: 2.33188 | Val Loss: 2.15046
Epoch 58: | Train Loss: 2.33600 | Val Loss: 2.14626
Epoch 59: | Train Loss: 2.33069 | Val Loss: 2.14318
Epoch 60: | Train Loss: 2.32717 | Val Loss: 2.13960
Epoch 61: | Train Loss: 2.32046 | Val Loss: 2.13467
Epoch 62: | Train Loss: 2.33391 | Val Loss: 2.13248
Epoch 63: | Train Loss: 2.31842 | Val Loss: 2.13015
Epoch 64: | Train Loss: 2.30880 | Val Loss: 2.12720
Epoch 65: | Train Loss: 2.31014 | Val Loss: 2.12054
Epoch 66: | Train Loss: 2.30581 | Val Loss: 2.11842
Epoch 67: | Train Loss: 2.29036 | Val Loss: 2.11264
Epoch 68: | Train Loss: 2.30160 | Val Loss: 2.11046
Epoch 69: | Train Loss: 2.29249 | Val Loss: 2.11101
Epoch 70: | Train Loss: 2.29277 | Val Loss: 2.10651
Epoch 71: | Train Loss: 2.28240 | Val Loss: 2.10373
Epoch 72: | Train Loss: 2.29374 | Val Loss: 2.10319
Epoch 73: | Train Loss: 2.29045 | Val Loss: 2.09910
Epoch 74: | Train Loss: 2.29312 | Val Loss: 2.09826
Epoch 75: | Train Loss: 2.28750 | Val Loss: 2.09262
Epoch 76: | Train Loss: 2.28902 | Val Loss: 2.09417
Epoch 77: | Train Loss: 2.27000 | Val Loss: 2.09168
Epoch 78: | Train Loss: 2.28102 | Val Loss: 2.08749
Epoch 79: | Train Loss: 2.26015 | Val Loss: 2.08566
Epoch 80: | Train Loss: 2.27186 | Val Loss: 2.08540
Epoch 81: | Train Loss: 2.28334 | Val Loss: 2.08106
Epoch 82: | Train Loss: 2.26738 | Val Loss: 2.08217
Epoch 83: | Train Loss: 2.25720 | Val Loss: 2.07918
Epoch 84: | Train Loss: 2.27244 | Val Loss: 2.08505
Epoch 85: | Train Loss: 2.26264 | Val Loss: 2.08391
Epoch 86: | Train Loss: 2.25429 | Val Loss: 2.07529
Epoch 87: | Train Loss: 2.26219 | Val Loss: 2.07559
Epoch 88: | Train Loss: 2.26054 | Val Loss: 2.07212
Epoch 89: | Train Loss: 2.25901 | Val Loss: 2.07124
Epoch 90: | Train Loss: 2.25415 | Val Loss: 2.06890
Epoch 91: | Train Loss: 2.25168 | Val Loss: 2.06556
Epoch 92: | Train Loss: 2.24318 | Val Loss: 2.06562
Epoch 93: | Train Loss: 2.24017 | Val Loss: 2.06570
Epoch 94: | Train Loss: 2.25349 | Val Loss: 2.06883
Epoch 95: | Train Loss: 2.24699 | Val Loss: 2.06221
Epoch 96: | Train Loss: 2.24965 | Val Loss: 2.05763
Epoch 97: | Train Loss: 2.24326 | Val Loss: 2.05882
Epoch 98: | Train Loss: 2.23013 | Val Loss: 2.05848
Epoch 99: | Train Loss: 2.24369 | Val Loss: 2.05918
Epoch 100: | Train Loss: 2.22296 | Val Loss: 2.05612
Finished Training
