Beginning training
C:\Users\harry\Anaconda3\envs\ML38\lib\site-packages\torch\nn\modules\module.py:760: UserWarning: Using non-full backward hooks on a Module that does not return a single Tensor or a tuple of Tensors is deprecated and will be removed in future versions. This hook will be missing some of the grad_output. Please use register_full_backward_hook to get the documented behavior.
  warnings.warn("Using non-full backward hooks on a Module that does not return a "
C:\Users\harry\Anaconda3\envs\ML38\lib\site-packages\torch\nn\modules\module.py:795: UserWarning: Using a non-full backward hook when the forward contains multiple autograd Nodes is deprecated and will be removed in future versions. This hook will be missing some grad_input. Please use register_full_backward_hook to get the documented behavior.
  warnings.warn("Using a non-full backward hook when the forward contains multiple autograd Nodes "
Epoch 01: | Train Loss: 2.73506 | Val Loss: 2.55968
Epoch 39: | Train Loss: 2.14359 | Val Loss: 1.92380
Epoch 40: | Train Loss: 2.13184 | Val Loss: 1.92199
Epoch 41: | Train Loss: 2.13418 | Val Loss: 1.91985
Epoch 42: | Train Loss: 2.13226 | Val Loss: 1.92119
Epoch 43: | Train Loss: 2.13331 | Val Loss: 1.92034
Epoch 44: | Train Loss: 2.13172 | Val Loss: 1.91667
Epoch 45: | Train Loss: 2.12921 | Val Loss: 1.91905
Epoch 46: | Train Loss: 2.12578 | Val Loss: 1.91889
Epoch 47: | Train Loss: 2.12453 | Val Loss: 1.91822
Epoch 48: | Train Loss: 2.14309 | Val Loss: 1.91499
Epoch 49: | Train Loss: 2.12946 | Val Loss: 1.91657
Epoch 50: | Train Loss: 2.12155 | Val Loss: 1.91384
Epoch 51: | Train Loss: 2.11851 | Val Loss: 1.91257
Epoch 52: | Train Loss: 2.12468 | Val Loss: 1.91166
Epoch 53: | Train Loss: 2.12347 | Val Loss: 1.91033
Epoch 54: | Train Loss: 2.12930 | Val Loss: 1.90912
Epoch 55: | Train Loss: 2.13331 | Val Loss: 1.91034
Epoch 56: | Train Loss: 2.13562 | Val Loss: 1.91264
Epoch 57: | Train Loss: 2.12398 | Val Loss: 1.91030
Epoch 58: | Train Loss: 2.11314 | Val Loss: 1.90599
Epoch 59: | Train Loss: 2.13310 | Val Loss: 1.90848
Epoch 60: | Train Loss: 2.12251 | Val Loss: 1.90949
Epoch 61: | Train Loss: 2.13039 | Val Loss: 1.91002
Epoch 62: | Train Loss: 2.12542 | Val Loss: 1.90703
Epoch 63: | Train Loss: 2.12223 | Val Loss: 1.90841
Epoch 64: | Train Loss: 2.11480 | Val Loss: 1.90856
Epoch 65: | Train Loss: 2.11978 | Val Loss: 1.90475
Epoch 66: | Train Loss: 2.11380 | Val Loss: 1.90907
Epoch 67: | Train Loss: 2.10569 | Val Loss: 1.91038
Epoch 68: | Train Loss: 2.11066 | Val Loss: 1.90431
Epoch 69: | Train Loss: 2.12266 | Val Loss: 1.90272
Epoch 70: | Train Loss: 2.12714 | Val Loss: 1.90468
Epoch 71: | Train Loss: 2.11772 | Val Loss: 1.90200
Epoch 72: | Train Loss: 2.12639 | Val Loss: 1.90334
Epoch 73: | Train Loss: 2.12515 | Val Loss: 1.90224
Epoch 74: | Train Loss: 2.11878 | Val Loss: 1.90200
Epoch 75: | Train Loss: 2.12399 | Val Loss: 1.89800
Epoch 76: | Train Loss: 2.11554 | Val Loss: 1.90095
Epoch 77: | Train Loss: 2.10928 | Val Loss: 1.90070
Epoch 78: | Train Loss: 2.11278 | Val Loss: 1.90576
Epoch 79: | Train Loss: 2.11735 | Val Loss: 1.90341
Epoch 80: | Train Loss: 2.11561 | Val Loss: 1.90218
Epoch 81: | Train Loss: 2.10079 | Val Loss: 1.90384
Epoch 82: | Train Loss: 2.11076 | Val Loss: 1.89643
Epoch 83: | Train Loss: 2.11138 | Val Loss: 1.90061
Epoch 84: | Train Loss: 2.10895 | Val Loss: 1.89850
Epoch 85: | Train Loss: 2.11972 | Val Loss: 1.90078
Epoch 86: | Train Loss: 2.11963 | Val Loss: 1.90149
Epoch 87: | Train Loss: 2.12628 | Val Loss: 1.90089
Epoch 88: | Train Loss: 2.10918 | Val Loss: 1.89818
Epoch 89: | Train Loss: 2.11996 | Val Loss: 1.90347
Epoch 90: | Train Loss: 2.11568 | Val Loss: 1.89436
Epoch 91: | Train Loss: 2.12145 | Val Loss: 1.89814
Epoch 92: | Train Loss: 2.12338 | Val Loss: 1.89551
Epoch 93: | Train Loss: 2.10798 | Val Loss: 1.89260
Epoch 94: | Train Loss: 2.10052 | Val Loss: 1.89613
Epoch 95: | Train Loss: 2.11540 | Val Loss: 1.89630
Epoch 96: | Train Loss: 2.11168 | Val Loss: 1.89432
Epoch 97: | Train Loss: 2.11262 | Val Loss: 1.89554
Epoch 98: | Train Loss: 2.10351 | Val Loss: 1.89294
Epoch 99: | Train Loss: 2.11313 | Val Loss: 1.89456
Epoch 100: | Train Loss: 2.10180 | Val Loss: 1.89438
Finished Training
